,year,water,disaster,province,amphur,tambon,maintenance,price,breed,produce
313,2561,62,96,30.0,31.0,5.0,700.0,14.0,101.0,440.0
314,2561,26,4,30.0,18.0,6.0,650.0,14.0,101.0,450.0
315,2561,65,0,30.0,18.0,3.0,650.0,8.5,101.0,500.0
316,2561,28,5,30.0,18.0,9.0,750.0,14.0,101.0,450.0
317,2561,1,4,30.0,18.0,1.0,650.0,14.0,101.0,460.0
318,2561,0,9,30.0,18.0,4.0,700.0,14.0,101.0,480.0
319,2561,3,38,30.0,18.0,7.0,850.0,8.5,101.0,420.0
320,2561,3,5,30.0,18.0,2.0,650.0,14.0,101.0,450.0
321,2561,59,23,30.0,18.0,10.0,600.0,14.0,101.0,450.0
322,2561,31,0,30.0,3.0,3.0,700.0,14.0,101.0,450.0
323,2561,77,0,30.0,3.0,2.0,650.0,14.0,101.0,460.0
324,2561,90,0,30.0,22.0,1.0,650.0,14.0,101.0,480.0
325,2561,17,8,30.0,19.0,2.0,750.0,14.0,101.0,460.0
326,2561,84,9,30.0,19.0,4.0,650.0,14.0,101.0,450.0
327,2561,145,0,30.0,6.0,4.0,600.0,14.0,101.0,450.0
328,2561,32,0,30.0,32.0,2.0,650.0,14.0,101.0,450.0
329,2561,38,14,30.0,32.0,4.0,750.0,14.0,101.0,410.0
330,2561,102,3,30.0,17.0,1.0,700.0,14.0,101.0,480.0
331,2561,20,0,30.0,7.0,2.0,600.0,14.0,101.0,480.0
332,2561,27,0,30.0,7.0,9.0,600.0,14.0,101.0,480.0
333,2561,83,37,30.0,24.0,2.0,700.0,14.0,101.0,450.0
334,2561,88,0,30.0,9.0,3.0,800.0,14.0,101.0,450.0
335,2561,72,0,30.0,9.0,5.0,700.0,14.0,101.0,450.0
336,2561,24,0,30.0,10.0,10.0,750.0,14.0,101.0,450.0
337,2561,120,0,30.0,10.0,12.0,650.0,14.0,101.0,450.0
338,2561,123,0,30.0,10.0,3.0,650.0,14.0,101.0,450.0
339,2561,81,11,30.0,10.0,8.0,700.0,14.0,101.0,450.0
340,2561,82,1,30.0,10.0,13.0,650.0,14.0,101.0,450.0
341,2561,57,4,30.0,10.0,7.0,650.0,14.0,101.0,450.0
342,2561,36,6,30.0,14.0,2.0,600.0,11.0,101.0,450.0
343,2561,106,13,30.0,28.0,4.0,1700.0,16.0,101.0,350.0
344,2561,164,80,30.0,28.0,3.0,1700.0,16.0,101.0,350.0
345,2561,132,0,30.0,1.0,6.0,650.0,14.0,101.0,450.0
346,2561,37,0,30.0,25.0,4.0,750.0,14.0,101.0,450.0
347,2561,16,9,30.0,20.0,6.0,650.0,14.0,101.0,450.0
348,2561,48,7,30.0,20.0,12.0,800.0,14.0,101.0,450.0
349,2561,39,0,30.0,3.0,4.0,750.0,14.0,101.0,450.0
350,2561,12,0,30.0,3.0,6.0,600.0,14.0,101.0,480.0
351,2561,22,0,30.0,26.0,1.0,750.0,14.0,101.0,480.0
352,2561,62,0,30.0,9.0,7.0,650.0,14.0,101.0,450.0
353,2561,65,0,30.0,8.0,2.0,750.0,14.0,101.0,450.0
354,2561,82,2,30.0,8.0,8.0,800.0,14.0,101.0,450.0
355,2561,33,0,30.0,9.0,4.0,700.0,14.0,101.0,450.0
356,2561,43,0,30.0,22.0,9.0,650.0,14.0,101.0,450.0
357,2561,35,0,30.0,5.0,4.0,520.0,14.0,101.0,450.0
358,2561,12,0,30.0,23.0,1.0,600.0,16.5,101.0,395.0
359,2561,34,0,30.0,23.0,5.0,1100.0,13.0,101.0,450.0
360,2561,64,7,30.0,8.0,12.0,650.0,14.0,101.0,450.0
361,2561,73,1,30.0,8.0,13.0,650.0,14.0,101.0,450.0
362,2561,34,13,30.0,19.0,2.0,700.0,14.0,101.0,450.0
363,2561,3,0,53.0,7.0,7.0,290.0,8.0,101.0,900.0
364,2561,48,72,30.0,30.0,4.0,275.0,15.0,101.0,370.0
365,2561,41,0,30.0,15.0,7.0,650.0,14.0,101.0,450.0
366,2561,47,0,30.0,15.0,5.0,700.0,14.0,101.0,450.0
367,2561,35,0,30.0,9.0,4.0,750.0,14.0,101.0,450.0
368,2561,23,0,53.0,7.0,5.0,620.0,6.4,101.0,800.0
369,2561,15,0,53.0,7.0,9.0,1000.0,6.5,101.0,950.0
370,2561,23,0,30.0,9.0,4.0,650.0,14.0,101.0,450.0
371,2561,1,0,53.0,7.0,6.0,498.0,8.0,101.0,800.0
372,2561,3,0,53.0,7.0,3.0,600.0,6.8,101.0,800.0
373,2561,24,0,53.0,7.0,6.0,1250.0,8.0,101.0,800.0
374,2561,137,147,53.0,7.0,10.0,630.0,6.7,101.0,700.0
375,2561,168,5,53.0,7.0,4.0,800.0,8.5,101.0,850.0
376,2561,0,0,53.0,7.0,1.0,902.0,8.2,101.0,800.0
377,2561,49,2,30.0,13.0,17.0,2072.0,16.5,101.0,450.0
378,2561,31,12,30.0,13.0,8.0,1600.0,13.0,101.0,450.0
379,2561,99,123,30.0,13.0,7.0,2072.0,16.8,101.0,450.0
380,2561,36,111,30.0,13.0,9.0,2270.0,16.5,101.0,450.0
381,2561,46,2,30.0,27.0,4.0,750.0,11.0,101.0,450.0
382,2561,44,6,30.0,29.0,4.0,665.0,18.0,101.0,400.0
383,2561,20,9,40.0,23.0,1.0,450.0,12.0,101.0,400.0
384,2561,11,0,40.0,23.0,3.0,200.0,12.0,101.0,400.0
385,2561,67,16,30.0,31.0,2.0,700.0,14.0,101.0,450.0
386,2561,118,138,30.0,31.0,1.0,750.0,14.0,101.0,450.0
387,2561,64,26,30.0,18.0,9.0,650.0,14.0,101.0,450.0
388,2561,15,4,30.0,18.0,5.0,700.0,14.0,101.0,450.0
389,2561,41,13,30.0,18.0,7.0,650.0,14.0,101.0,450.0
390,2561,12,0,30.0,18.0,11.0,700.0,14.0,101.0,480.0
391,2561,3,0,65.0,7.0,2.0,925.0,9.0,101.0,700.0
392,2561,5,0,65.0,5.0,5.0,500.0,8.0,101.0,800.0
393,2561,56,0,52.0,3.0,1.0,550.0,15.0,101.0,630.0
394,2561,42,34,93.0,10.0,1.0,550.0,11.0,101.0,500.0
395,2561,12,20,93.0,9.0,1.0,700.0,8.0,101.0,415.0
396,2561,35,0,45.0,1.0,10.0,510.0,16.8,101.0,450.0
397,2561,22,0,48.0,4.0,1.0,650.0,13.0,101.0,420.0
398,2561,2,0,73.0,5.0,10.0,620.0,7.0,101.0,800.0
399,2561,20,111,95.0,1.0,2.0,720.0,25.0,101.0,500.0
400,2561,30,0,55.0,4.0,3.0,1830.0,13.0,101.0,708.0
401,2561,93,0,55.0,5.0,3.0,620.0,14.0,101.0,820.0
402,2561,14,0,55.0,1.0,4.0,600.0,19.0,101.0,650.0
403,2561,98,0,64.0,5.0,10.0,325.0,6.5,101.0,850.0
404,2561,72,0,64.0,5.0,10.0,550.0,6.5,101.0,850.0
405,2561,23,0,64.0,8.0,4.0,739.0,9.5,101.0,850.0
406,2561,47,0,40.0,3.0,3.0,800.0,15.0,101.0,420.0
407,2561,112,0,40.0,3.0,1.0,800.0,15.0,101.0,360.0
408,2561,93,0,30.0,10.0,5.0,750.0,14.0,101.0,450.0
409,2561,90,0,35.0,4.0,7.0,250.0,14.0,101.0,350.0
410,2561,104,1,32.0,1.0,12.0,600.0,17.0,101.0,480.0
411,2561,53,0,32.0,16.0,4.0,400.0,13.0,101.0,400.0
412,2561,73,0,32.0,3.0,4.0,704.0,24.0,101.0,390.0
413,2561,90,0,32.0,8.0,7.0,1100.0,15.0,101.0,420.0
414,2561,29,0,32.0,3.0,2.0,300.0,12.0,101.0,350.0
415,2561,92,0,32.0,8.0,3.0,1100.0,11.0,101.0,400.0
416,2561,4,0,32.0,4.0,2.0,1035.0,10.5,101.0,380.0
417,2561,72,0,32.0,8.0,6.0,1100.0,15.0,101.0,400.0
418,2561,44,0,32.0,4.0,7.0,600.0,14.0,101.0,350.0
419,2561,109,0,32.0,2.0,1.0,500.0,12.0,101.0,400.0
420,2561,27,0,32.0,4.0,8.0,600.0,14.0,101.0,350.0
421,2561,194,0,32.0,2.0,3.0,1440.0,11.0,101.0,450.0
422,2561,44,0,32.0,2.0,1.0,500.0,12.0,101.0,400.0
423,2561,35,0,32.0,4.0,2.0,1035.0,10.5,101.0,380.0
424,2561,2,0,32.0,4.0,2.0,915.0,10.5,101.0,380.0
425,2561,141,0,32.0,2.0,2.0,680.0,20.0,101.0,480.0
426,2561,15,0,32.0,2.0,1.0,1350.0,12.0,101.0,400.0
427,2561,72,0,32.0,2.0,1.0,1250.0,12.0,101.0,400.0
428,2561,62,0,32.0,2.0,2.0,630.0,20.0,101.0,480.0
429,2561,110,0,32.0,2.0,5.0,1250.0,12.0,101.0,400.0
430,2561,77,0,32.0,2.0,1.0,1250.0,11.0,101.0,400.0
431,2561,78,0,32.0,3.0,7.0,540.0,13.5,101.0,350.0
432,2561,9,1,38.0,1.0,5.0,4000.0,8.0,101.0,350.0
433,2561,22,0,38.0,7.0,2.0,800.0,9.0,101.0,312.0
434,2561,2,0,53.0,7.0,5.0,520.0,13.0,101.0,950.0
435,2561,21,0,46.0,3.0,10.0,950.0,15.0,101.0,635.0
436,2561,34,0,34.0,4.0,4.0,900.0,14.0,101.0,500.0
437,2561,25,0,18.0,3.0,2.0,450.0,9.0,101.0,671.0
438,2561,32,0,41.0,1.0,6.0,200.0,14.0,101.0,456.0
439,2561,47,0,41.0,1.0,6.0,200.0,14.0,101.0,456.0
440,2561,15,0,41.0,1.0,8.0,200.0,12.0,101.0,500.0
441,2561,35,0,41.0,2.0,2.0,180.0,12.0,101.0,600.0
442,2561,64,0,41.0,25.0,3.0,290.0,12.0,101.0,490.0
443,2561,40,0,41.0,25.0,3.0,290.0,12.0,101.0,490.0
444,2561,18,0,40.0,4.0,10.0,1200.0,15.0,101.0,460.0
445,2561,32,0,40.0,4.0,2.0,1200.0,18.0,101.0,450.0
446,2561,69,0,47.0,15.0,2.0,780.0,10.0,101.0,450.0
447,2561,15,0,47.0,4.0,5.0,780.0,10.0,101.0,425.0
448,2561,25,28,47.0,10.0,4.0,780.0,10.0,101.0,450.0
449,2561,3,0,47.0,1.0,2.0,600.0,10.0,101.0,450.0
450,2561,18,17,47.0,4.0,6.0,1000.0,19.0,101.0,450.0
451,2561,8,2,47.0,5.0,3.0,800.0,19.0,101.0,520.0
452,2561,0,5,47.0,4.0,6.0,900.0,10.0,101.0,500.0
453,2561,23,1,47.0,14.0,3.0,900.0,10.0,101.0,420.0
454,2561,18,0,47.0,14.0,1.0,800.0,10.0,101.0,400.0
455,2561,0,0,73.0,4.0,1.0,745.0,7.2,101.0,870.0
456,2561,18,5,47.0,8.0,1.0,700.0,10.0,101.0,400.0
457,2561,5,0,36.0,2.0,1.0,500.0,8.0,101.0,500.0
458,2561,12,0,36.0,2.0,2.0,500.0,8.0,101.0,500.0
459,2561,5,0,16.0,1.0,7.0,705.0,8.5,101.0,800.0
460,2561,11,0,32.0,8.0,1.0,1100.0,14.0,101.0,400.0
461,2561,16,0,56.0,5.0,2.0,1000.0,60.0,101.0,580.0
462,2561,31,0,56.0,2.0,1.0,630.0,11.0,101.0,550.0
463,2561,13,0,56.0,7.0,1.0,2500.0,25.0,101.0,700.0
464,2561,4,0,56.0,7.0,1.0,3500.0,10.0,101.0,700.0
465,2561,37,0,71.0,6.0,2.0,600.0,8.0,101.0,740.0
466,2561,5,0,46.0,6.0,2.0,300.0,13.0,101.0,420.0
467,2561,19,0,46.0,15.0,4.0,500.0,22.0,101.0,600.0
468,2561,2,0,46.0,7.0,4.0,315.0,13.0,101.0,470.0
469,2561,8,0,46.0,6.0,3.0,1600.0,14.0,101.0,460.0
470,2561,17,3,46.0,6.0,6.0,872.0,14.0,101.0,440.0
471,2561,21,0,46.0,13.0,3.0,1050.0,14.0,101.0,375.0
472,2561,11,10,46.0,17.0,4.0,920.0,13.0,101.0,400.0
473,2561,5,11,46.0,17.0,3.0,920.0,15.0,101.0,400.0
474,2561,3,0,62.0,2.0,1.0,470.0,6.0,101.0,800.0
475,2561,10,0,20.0,11.0,2.0,500.0,6.5,101.0,600.0
476,2561,26,2,57.0,3.0,2.0,826.0,11.5,101.0,565.0
477,2561,0,0,50.0,12.0,8.0,80.0,8.2,101.0,850.0
478,2561,10,0,50.0,12.0,1.0,245.0,8.2,101.0,850.0
479,2561,28,9,36.0,7.0,4.0,375.0,12.0,101.0,400.0
480,2561,4,9,36.0,7.0,2.0,425.0,12.0,101.0,400.0
481,2561,36,0,36.0,12.0,7.0,650.0,13.0,101.0,430.0
482,2561,21,0,36.0,12.0,1.0,650.0,13.0,101.0,430.0
483,2561,0,0,36.0,12.0,4.0,650.0,13.0,101.0,430.0
484,2561,29,0,36.0,12.0,2.0,650.0,13.0,101.0,430.0
485,2561,21,0,36.0,12.0,10.0,650.0,13.0,101.0,430.0
486,2561,101,0,36.0,3.0,9.0,1300.0,18.0,101.0,500.0
487,2561,33,0,36.0,3.0,6.0,1300.0,17.0,101.0,500.0
488,2561,41,0,36.0,3.0,4.0,1300.0,17.0,101.0,500.0
489,2561,39,0,36.0,6.0,13.0,500.0,15.0,101.0,450.0
490,2561,12,0,36.0,2.0,4.0,500.0,8.0,101.0,500.0
491,2561,44,0,36.0,3.0,7.0,1300.0,17.0,101.0,500.0
492,2561,75,0,92.0,8.0,4.0,300.0,30.0,101.0,470.0
493,2561,55,0,92.0,8.0,1.0,430.0,15.0,101.0,420.0
494,2561,2,3,48.0,5.0,5.0,1400.0,17.0,101.0,350.0
495,2561,10,0,55.0,9.0,4.0,1500.0,19.0,101.0,780.0
496,2561,92,0,55.0,8.0,3.0,775.0,20.0,101.0,880.0
497,2561,86,0,56.0,5.0,9.0,750.0,18.0,101.0,550.0
498,2561,40,0,66.0,8.0,4.0,400.0,6.2,101.0,900.0
499,2561,56,0,66.0,8.0,1.0,600.0,14.0,101.0,600.0
500,2561,24,0,65.0,5.0,1.0,700.0,10.0,101.0,700.0
501,2561,23,0,65.0,5.0,1.0,600.0,10.0,101.0,800.0
502,2561,41,0,65.0,5.0,1.0,600.0,8.0,101.0,700.0
503,2561,2,0,64.0,8.0,5.0,580.0,8.2,101.0,800.0
504,2561,3,0,64.0,4.0,11.0,750.0,7.5,101.0,600.0
505,2561,4,0,64.0,8.0,1.0,200.0,18.0,101.0,800.0
506,2561,10,0,64.0,5.0,5.0,150.0,6.8,101.0,600.0
507,2561,2,0,64.0,9.0,5.0,1550.0,6.5,101.0,600.0
508,2561,41,46,64.0,1.0,10.0,260.0,6.2,101.0,700.0
509,2561,32,29,64.0,1.0,10.0,150.0,6.5,101.0,700.0
510,2561,35,0,72.0,4.0,6.0,790.0,7.0,101.0,877.0
511,2561,6,1,43.0,5.0,7.0,405.0,16.0,101.0,562.0
512,2561,19,0,39.0,2.0,5.0,550.0,15.0,101.0,400.0
513,2561,15,0,39.0,3.0,8.0,850.0,10.0,101.0,350.0
514,2561,8,0,34.0,11.0,13.0,678.0,15.0,101.0,474.0
515,2561,7,0,34.0,11.0,13.0,678.0,15.0,101.0,474.0
516,2561,10,0,34.0,11.0,13.0,545.0,15.0,101.0,474.0
517,2561,27,0,34.0,3.0,3.0,700.0,10.0,101.0,400.0
518,2561,18,0,34.0,22.0,2.0,650.0,11.0,101.0,380.0
519,2561,49,0,34.0,15.0,16.0,1300.0,10.0,101.0,420.0
520,2561,20,0,34.0,14.0,4.0,704.6,16.1,101.0,390.0
521,2561,24,0,34.0,32.0,4.0,645.0,13.93,101.0,356.0
522,2561,20,0,34.0,9.0,4.0,2200.0,13.0,101.0,480.0
523,2561,9,0,34.0,1.0,4.0,393.46,14.25,101.0,360.0
524,2561,23,0,34.0,12.0,4.0,800.0,15.95,101.0,380.0
525,2561,11,0,34.0,4.0,3.0,715.0,19.0,101.0,430.0
526,2561,19,0,34.0,12.0,5.0,860.0,15.25,101.0,400.0
527,2561,18,0,34.0,26.0,3.0,500.0,16.0,101.0,500.0
528,2561,26,0,34.0,29.0,2.0,950.0,12.0,101.0,416.0
529,2561,9,0,34.0,29.0,3.0,1100.0,14.0,101.0,394.0
530,2561,12,0,34.0,29.0,1.0,1100.0,12.0,101.0,380.0
531,2561,23,0,34.0,11.0,13.0,545.0,15.0,101.0,474.0
532,2561,38,0,34.0,12.0,4.0,800.0,16.0,101.0,390.0
533,2561,5,0,34.0,21.0,1.0,1000.0,15.0,101.0,420.0
534,2561,136,63,95.0,6.0,9.0,800.0,25.0,101.0,450.0
535,2561,0,0,70.0,5.0,3.0,300.0,9.5,101.0,850.0
536,2561,1,0,70.0,5.0,5.0,312.0,9.5,101.0,800.0
537,2561,0,0,51.0,7.0,2.0,750.0,10.0,101.0,780.0
538,2561,78,0,33.0,8.0,6.0,300.0,14.0,101.0,480.0
539,2561,16,0,33.0,8.0,7.0,520.0,14.0,101.0,400.0
540,2561,14,0,33.0,8.0,10.0,520.0,16.0,101.0,410.0
541,2561,5,0,33.0,8.0,9.0,850.0,15.0,101.0,540.0
542,2561,26,0,33.0,13.0,4.0,1160.0,13.0,101.0,450.0
543,2561,100,30,90.0,14.0,4.0,550.0,15.0,101.0,700.0
544,2561,111,28,90.0,2.0,7.0,390.0,7.0,101.0,600.0
545,2561,135,0,32.0,15.0,3.0,297.0,15.0,101.0,400.0
546,2561,39,0,32.0,15.0,2.0,500.0,15.0,101.0,450.0
547,2561,29,0,32.0,15.0,4.0,1600.0,15.0,101.0,420.0
548,2561,46,0,32.0,15.0,4.0,400.0,16.0,101.0,400.0
549,2561,52,0,32.0,13.0,1.0,595.0,14.0,101.0,400.0
550,2561,97,0,32.0,6.0,1.0,1100.0,16.0,101.0,410.0
551,2561,77,0,32.0,6.0,10.0,700.0,16.0,101.0,406.0
552,2561,64,0,32.0,11.0,2.0,615.0,15.0,101.0,400.0
553,2561,59,0,32.0,6.0,1.0,700.0,16.0,101.0,390.0
554,2561,43,0,32.0,11.0,1.0,495.0,15.0,101.0,400.0
555,2561,42,29,34.0,4.0,17.0,1020.0,14.0,101.0,540.0
556,2561,4,0,34.0,11.0,13.0,850.0,15.0,101.0,474.0
557,2561,3,0,34.0,11.0,13.0,850.0,15.0,101.0,474.0
558,2561,54,0,34.0,11.0,3.0,500.0,12.0,101.0,390.0
559,2561,12,0,32.0,5.0,2.0,360.0,15.0,101.0,390.0
560,2561,5,0,27.0,4.0,1.0,400.0,15.0,101.0,700.0
561,2561,16,16,96.0,3.0,6.0,0.0,8.0,101.0,400.0
562,2561,0,5,44.0,9.0,7.0,1100.0,20.0,101.0,550.0
563,2561,14,6,44.0,9.0,12.0,400.0,23.0,101.0,500.0
564,2561,4,6,44.0,9.0,5.0,1350.0,20.0,101.0,550.0
565,2561,2,7,44.0,9.0,6.0,1400.0,20.0,101.0,550.0
566,2561,17,21,44.0,9.0,6.0,1400.0,20.0,101.0,500.0
567,2561,23,7,44.0,9.0,6.0,1300.0,20.0,101.0,550.0
568,2561,14,16,44.0,9.0,6.0,1400.0,20.0,101.0,520.0
569,2561,18,10,44.0,9.0,6.0,1400.0,20.0,101.0,550.0
570,2561,47,20,44.0,9.0,6.0,1400.0,20.0,101.0,500.0
571,2561,26,0,32.0,11.0,5.0,0.0,15.0,101.0,380.0
572,2561,17,0,34.0,21.0,1.0,1000.0,15.0,101.0,420.0
573,2561,17,0,54.0,5.0,2.0,800.0,11.0,101.0,800.0
574,2561,2,0,54.0,4.0,3.0,990.0,7.5,101.0,800.0
575,2561,0,0,54.0,8.0,1.0,1510.0,6.5,101.0,700.0
576,2561,1,0,54.0,8.0,3.0,1360.0,8.0,101.0,700.0
577,2561,0,0,54.0,8.0,2.0,650.0,7.5,101.0,750.0
578,2561,4,1,54.0,8.0,5.0,915.0,7.0,101.0,750.0
579,2561,14,0,54.0,8.0,4.0,890.0,7.5,101.0,750.0
580,2561,24,0,41.0,22.0,4.0,1280.0,15.0,101.0,400.0
581,2561,28,0,41.0,22.0,2.0,1240.0,15.0,101.0,385.0
582,2561,21,0,41.0,22.0,3.0,1280.0,15.0,101.0,370.0
583,2561,58,0,41.0,8.0,2.0,500.0,12.0,101.0,450.0
584,2561,21,0,41.0,8.0,1.0,350.0,12.0,101.0,450.0
585,2561,39,0,41.0,24.0,1.0,460.0,11.0,101.0,490.0
586,2561,43,0,41.0,24.0,2.0,460.0,12.0,101.0,495.0
587,2561,25,0,41.0,24.0,3.0,460.0,12.0,101.0,528.0
588,2561,41,0,41.0,23.0,2.0,580.0,14.0,101.0,400.0
589,2561,19,0,41.0,23.0,2.0,420.0,14.0,101.0,400.0
590,2561,44,0,41.0,23.0,1.0,480.0,14.0,101.0,400.0
591,2561,20,0,41.0,23.0,1.0,580.0,14.0,101.0,400.0
592,2561,22,0,41.0,3.0,2.0,710.0,15.0,101.0,462.0
593,2561,26,0,41.0,25.0,1.0,240.0,12.0,101.0,450.0
594,2561,20,0,41.0,2.0,4.0,169.0,22.0,101.0,600.0
595,2561,22,0,41.0,4.0,1.0,540.0,18.0,101.0,440.0
596,2561,42,0,41.0,4.0,15.0,1500.0,10.0,101.0,420.0
597,2561,47,0,41.0,4.0,11.0,540.0,18.0,101.0,410.0
598,2561,19,4,30.0,20.0,2.0,700.0,14.0,101.0,450.0
599,2561,4,0,71.0,5.0,12.0,600.0,8.0,101.0,780.0
600,2561,2,0,71.0,9.0,4.0,600.0,8.0,101.0,800.0
601,2561,1,0,71.0,9.0,1.0,600.0,8.0,101.0,780.0
602,2561,42,0,55.0,6.0,6.0,400.0,12.5,101.0,720.0
603,2561,32,0,37.0,1.0,16.0,520.0,19.0,101.0,400.0
604,2561,20,1,37.0,7.0,3.0,500.0,19.0,101.0,380.0
605,2561,20,0,54.0,7.0,1.0,500.0,7.0,101.0,800.0
606,2561,4,0,54.0,4.0,9.0,873.0,17.5,101.0,720.0
607,2561,13,0,53.0,7.0,8.0,550.0,8.0,101.0,800.0
608,2561,31,0,34.0,21.0,2.0,1000.0,15.0,101.0,420.0
609,2561,85,0,25.0,1.0,5.0,600.0,6.5,101.0,900.0
610,2561,18,0,34.0,14.0,3.0,571.0,16.0,101.0,420.0
611,2561,56,0,25.0,1.0,2.0,600.0,6.5,101.0,520.0
612,2561,44,0,25.0,7.0,2.0,260.0,70.0,101.0,400.0
613,2561,29,40,93.0,3.0,6.0,500.0,8.0,101.0,500.0
614,2561,65,105,93.0,8.0,2.0,665.0,8.0,101.0,400.0
615,2561,41,9,93.0,5.0,12.0,665.0,8.0,101.0,650.0
616,2561,91,26,93.0,5.0,1.0,700.0,13.8,101.0,500.0
617,2561,25,0,50.0,5.0,12.0,825.0,8.65,101.0,800.0
618,2561,80,24,93.0,10.0,4.0,680.0,8.5,101.0,475.0
619,2561,41,0,54.0,7.0,2.0,500.0,11.0,101.0,600.0
620,2561,34,2,35.0,9.0,2.0,860.0,15.0,101.0,450.0
621,2561,33,1,35.0,4.0,5.0,2300.0,14.0,101.0,400.0
622,2561,64,0,35.0,7.0,3.0,250.0,19.0,101.0,450.0
623,2561,26,0,32.0,9.0,7.0,1600.0,14.0,101.0,456.0
624,2561,32,0,32.0,5.0,11.0,1100.0,12.0,101.0,390.0
625,2561,48,0,32.0,5.0,11.0,1100.0,12.0,101.0,380.0
626,2561,36,0,32.0,9.0,8.0,1350.0,14.0,101.0,456.0
627,2561,62,0,32.0,7.0,4.0,500.0,14.0,101.0,450.0
628,2561,4,0,32.0,9.0,7.0,1300.0,14.0,101.0,400.0
